company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
Uni Cards,financial services,Series A,70000000.0,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,2020,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital",fintech
Practically,education,,5000000.0,Hyderabad,An experiential learning app for grades 6th to 12th.,2021,2018,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","Nb Ventures, Earlsfield Capital",education and training
Nestasia,e-commerce,Series A,4000000.0,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,2018,"Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua",e-commerce
Vedic Cosmeceuticals,cosmetics,Series A,32000000.0,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,2002,Mohit Goel,Sixth Sense Ventures,beauty and wellness
Juspay,financial services,Series C,60000000.0,Bangalore,Enable frictionless payments for the billion Indians.,2021,2012,"Vimal Kumar, Ramanathan Rv",Softbank Vision Fund 2,fintech
TranZact,information technology services,Series A,7000000.0,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2021,2017,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",technology
Atomberg,consumer electronics,,20000000.0,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021,2012,"Manoj, Sibabrata Das",Jungle Ventures,consumer goods and services
Ola,mobility,,500000000.0,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021,2010,Bhavish Aggarwal,Marquee International Institutional Investors,technology
Mohalla Tech,social media,Series G,266000000.0,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021,2015,"Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,media and entertainment
Stack,financial services,Seed,4500000.0,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021,2020,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",fintech
PropReturns,property,,1200000.0,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,2020,"Jayant Panwar, Kenish Shah","Y Combinator, Goodwater Capital",real estate
WeSkill,education,Pre-Seed,4000000.0,Gurgaon,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021,2020,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",education and training
Fitpage,health wellness fitness,,300000.0,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021,2020,Vikas Singh,"Astra Ventures, Gaurav Jaitly",technology
ShopMyLooks,digital platform,,200000.0,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,2021,Rohit Jaiswal,"Capital A, Collective Artists Network",technology
ByteLearn,education,Seed,9500000.0,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021,2021,Unknown,"Aditya Singhal, Nishant Sinha",education and training
Dista,computer software,Seed,1200000.0,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021,2017,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,technology
OfBusiness,financial services,,325000000.0,Gurgaon,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021,2015,"Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures Ii, Tiger Global Management, Softbank Vision Fund Ii",fintech
Bizongo,b2b ecommerce,Series D,100000000.0,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2021,2015,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,e-commerce
FRND,online media,Series A,6500000.0,Bangalore,FRND is an audio dating app for Bharat,2021,2019,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",Krafton,media and entertainment
Metadome,computer software,Pre-Series A,4000000.0,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021,2017,"Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund",technology
Keka HR,information technology services,,1600000.0,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021,2014,Vijay Yalamanchili,Recur Club,technology
The Gourmet Jar,food beverages,,150000.0,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021,2012,Apeksha Jain,Devx Venture Fund,food and beverages
Flo Mobility,industrial automation,,400000.0,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,2019,"Manesh Jain, Mohan Kumar","Devx Venture Fund, Blume Founder Fund",technology
Yodacart,e-commerce,Pre-Seed,225000.0,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021,2019,Vikas Sharma,Ajith Daneil,e-commerce
TheHouseMonk,property,,5000000.0,Bangalore,A complete property management software platform for team&customers.,2021,2019,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,real estate
Zepto,e-commerce,,100000000.0,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,2021,"Aadit Palicha, Kaivalya Vohra",Y-Combinator,e-commerce
Sirona Hygiene,health wellness fitness,,10000000.0,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2021,2015,Deep Bajaj,The Good Glamm Group,technology
Jumbotail,b2b ecommerce,Series C,85000000.0,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021,2015,"S Karthik Venkateswaran, Ashish Jhina",Invus,e-commerce
Captain Fresh,logistics supply chain,Series B,40000000.0,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021,2019,Utham Gowda,"Tiger Global, Prosus Ventures",technology
Deciwood,consumer electronics,,200000.0,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021,2018,Ananya Meena,"Shuru Up, Ankit Kedia, Arun Gupta",consumer goods and services
Kohbee,education,Pre-Seed,235000.0,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021,2019,"Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",education and training
Perfora,consumer goods,Pre-Seed,260000.0,Gurgaon,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,2021,"Tushar Khurana, Jatan Bawa",Sauce.Vc,consumer goods and services
Unbox Robotics,logistics supply chain,Series A,7000000.0,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021,2019,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3One4 Capital, Sixth Sense Ventures",technology
Ninety One,consumer goods,Series A,30000000.0,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021,2015,"Sachin Chopra, Vishal Chopra",A91 Partners,consumer goods and services
Gobillion,e-commerce,Seed,2900000.0,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,2020,"Roshan Farhan, Kulapradip Bharali","Ycombinator, Justin Mateen, Pioneer Fund",e-commerce
RIPPLR,logistics supply chain,Pre-Series B,12000000.0,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,2021,2019,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",technology
SK Finance,financial services,Series F,53000000.0,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021,1994,Rajendra Setia,"Iifl Wealth, Tpg Growth, Norwest Venture Partners",fintech
Eggoz,food beverages,Series A,3500000.0,Gurgaon,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021,2017,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",food and beverages
Fabriclore,apparel fashion,Pre-Series A,700000.0,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021,2016,"Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",technology
Veefin,information technology services,,3000000.0,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021,2010,"Gautam Udani, Raja Debnath",Rajesh Rajendran,technology
Verandah,apparel fashion,Seed,1000000.0,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021,2011,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora",technology
Karkinos Healthcare,hospital health care,,0.0,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021,2020,"R Venkataramanan, Ravi Kant",Reliance Digital Health,technology
OWO Technologies,food beverages,Seed,3000000.0,Gurgaon,An ecommerce startup offering online beverages and packaged drinking water,2021,2020,"Ajay Changani, Hardev Sahu",,food and beverages
EsportsXO,mobile games,Seed,1100000.0,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021,2020,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,technology
Zorgers,hospital health care,,0.0,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2021,2013,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,technology
BangDB,computer software,,0.0,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2021,2015,Sachin Sinha,Ten Innovate,technology
Neobank Jupiter,financial services,Series C,86000000.0,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2021,2019,Jitendra Gupta,"Tiger Global, Sequoia Capital",fintech
Skippi Ice Pops,food production,,130000.0,Hyderabad,India's First Icepops Brand,2021,2021,Ravi Kabra,Shark Tank India,food and beverages
Glii,dating,Seed,10000.0,Noida,India’s finest dating companionship application,2021,2020,Shivam Kaushik,We Founder Circle,media and entertainment
GlobalBees,e-commerce,Series B,111000000.0,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021,2021,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",e-commerce
Mamaearth,health wellness fitness,,37000000.0,Gurgaon,Baby and mother care brand,2021,2016,"Ghazal, Varun Alagh",Sequoia,technology
SecureNow,insurance,Series B,6000000.0,Gurgaon,SecureNow is an award winning tech-enabled insurance intermediary.,2021,2011,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,financial services
Vendor Infra,construction,,265000.0,Gurgaon,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2021,2019,Rahul Jain,"Sk Tripathi, Sanjeev Gupta",real estate
Hakuna Matata,information technology services,,1000000.0,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2021,2006,Gengarajan Pv,Hardcastle Petrofer,technology
OneCard,financial services,,76000000.0,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2021,2019,"Rupesh Kumar, Anurag Sinha, Vibhav Hathi","Ocean View Investment, Qed Fund",fintech
Doubtnut,education,Series B,30000000.0,Gurgaon,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2021,2016,"Aditya Shankar, Tanushree Nagori","Omidyar Network, Tencent Holdings",education and training
Hubhopper,podcast,,0.0,New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2021,2015,Gautam Raj Anand,"Iti Growth Opportunities Fund, Unit-E Ventures",technology
Infra.Market,construction,Series C,100000000.0,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021,2016,"Aaditya Sharda, Souvik Sengupta","Innoven Capital, Nexus Venture Partners",real estate
Comofi Medtech,heathtech,,200000.0,Bangalore,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2021,2017,"Satish Kalme, Kubasad Gururaj",Ciie.Co,technology
